측점,날짜,시작,종료,편각구간,복각구간,D_utc,I_utc,Kp,Kp_flag,관측소_변동폭_nT,QC,dF,dD_arcmin,dI_arcmin,n_station,보간,창,상태,파일
함양,2023-09-13,10:48:00,11:04:00,10:48~10:49,10:58~11:04,2023-09-13 01:48~01:49,2023-09-13 01:58~02:04,4.667,DISTURBED,5.0,CAUTION,-207.09039905680402,-24.038513850436033,7.3908052028230315,3,plane,성분별,정상,함양.지자기야장.23.09.12.xlsx
함양,2023-09-13,11:15:00,11:38:00,11:15~11:23,11:28~11:38,2023-09-13 02:15~02:23,2023-09-13 02:28~02:38,4.667,DISTURBED,8.8,CAUTION,-186.55412835669267,-29.4244035696937,6.2589636094366305,3,plane,성분별,정상,함양.지자기야장.23.09.12.xlsx
함양,2023-09-13,11:57:00,12:18:00,11:57~12:04,12:09~12:18,2023-09-13 02:57~03:04,2023-09-13 03:09~03:18,4.667,DISTURBED,7.4,CAUTION,-144.06283585422352,-32.487070658081635,1.9465205255707443,3,plane,성분별,정상,함양.지자기야장.23.09.12.xlsx
함양,2023-09-13,12:28:00,12:45:00,12:28~12:33,12:39~12:45,2023-09-13 03:28~03:33,2023-09-13 03:39~03:45,3.667,DISTURBED,8.0,CAUTION,-149.7276252182055,-37.346117632997924,3.071485140295444,3,plane,성분별,정상,함양.지자기야장.23.09.12.xlsx
함양,2023-09-13,12:57:00,13:14:00,12:57~13:03,13:08~13:14,2023-09-13 03:57~04:03,2023-09-13 04:08~04:14,3.667,DISTURBED,5.6,CAUTION,-136.00151337800344,-36.29759910977094,0.9642608309200034,3,plane,성분별,정상,함양.지자기야장.23.09.12.xlsx
함양,2025-10-29,11:28:00,11:46:00,11:28~11:34,11:40~11:46,2025-10-29 02:28~02:34,2025-10-29 02:40~02:46,2.333,CAUTION,5.7,QUIET,8.443880465609254,-1.692489296775545,0.035157569249730826,3,plane,성분별,정상,배포.지자기야장(25.10.30.).함양점.xlsx
함양,2025-10-29,12:09:00,12:26:00,12:09~12:15,12:20~12:26,2025-10-29 03:09~03:15,2025-10-29 03:20~03:26,2.667,CAUTION,4.2,QUIET,15.389498219505185,-1.9818700348805771,-0.3908460437022338,3,plane,성분별,정상,배포.지자기야장(25.10.30.).함양점.xlsx
함양,2025-10-29,13:10:00,13:25:00,13:10~13:16,13:19~13:25,2025-10-29 04:10~04:16,2025-10-29 04:19~04:25,2.667,CAUTION,12.1,QUIET,7.072466524965421,-1.5983047804987942,0.016095102625078163,3,plane,성분별,정상,배포.지자기야장(25.10.30.).함양점.xlsx
함양,2025-10-29,13:58:00,14:15:00,13:58~14:04,14:08~14:15,2025-10-29 04:58~05:04,2025-10-29 05:08~05:15,2.667,CAUTION,4.0,QUIET,13.755033790803282,-1.0255088777688368,-0.26785248421849794,3,plane,성분별,정상,배포.지자기야장(25.10.30.).함양점.xlsx
함양,2025-10-29,14:45:00,15:01:00,14:45~14:50,14:55~15:01,2025-10-29 05:45~05:50,2025-10-29 05:55~06:01,2.667,CAUTION,4.4,QUIET,13.821287166501861,-1.1896554385837514,-0.40106003322353334,3,plane,성분별,정상,배포.지자기야장(25.10.30.).함양점.xlsx
함양,2025-10-29,15:29:00,15:44:00,15:29~15:35,15:39~15:44,2025-10-29 06:29~06:35,2025-10-29 06:39~06:44,3.333,DISTURBED,11.6,CAUTION,17.039566236708197,-1.5573103630334328,-0.7223925275965414,3,plane,성분별,정상,배포.지자기야장(25.10.30.).함양점.xlsx
